budget,popularity,revenue,runtime,title,avg_rating,ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_year,director,actor_1,actor_2,actor_3,success,director_success_rate,actor_1_success_rate,actor_2_success_rate,actor_3_success_rate
9000000,82.975841,108782847,104.0,The Purge: Anarchy,6.6,1954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,James DeMonaco,Frank Grillo,Carmen Ejogo,Zach Gilford,1,1.0,1.0,1.0,1.0
9000000,18.514292,23936908,88.0,Harold & Kumar Go to White Castle,6.6,693,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,Danny Leiner,John Cho,Kal Penn,Paula Garcés,1,1.0,1.0,1.0,1.0
26000000,11.233081,28780255,118.0,Boiler Room,6.5,201,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,Ben Younger,Giovanni Ribisi,Vin Diesel,Nia Long,0,0.0,0.0,0.5,0.6666666666666666
40600000,34.022209,90400000,116.0,Trading Places,7.1,738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,John Landis,Eddie Murphy,Dan Aykroyd,Jamie Lee Curtis,1,1.0,0.6666666666666666,0.5,0.5
9000000,4.134327,21510851,84.0,Black Christmas,4.8,119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2006,Glen Morgan,Katie Cassidy,Michelle Trachtenberg,Kristen Cloke,1,1.0,1.0,1.0,1.0
8500000,8.775844,19125401,119.0,The Way of the Gun,6.4,100,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,Christopher McQuarrie,Benicio del Toro,Ryan Phillippe,Juliette Lewis,1,1.0,0.5,1.0,0.6666666666666666
9000000,2.062087,4777465,97.0,Igby Goes Down,6.5,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,Burr Steers,Kieran Culkin,Claire Danes,Jeff Goldblum,0,0.25,0.0,0.25,0.75
9000000,8.738737,4350774,79.0,PCU,6.0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,Hart Bochner,Jeremy Piven,Chris Young,David Spade,0,0.0,0.0,0.0,0.5
9000000,2.365328,2955039,97.0,Gracie,6.0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,Davis Guggenheim,Jesse Lee Soffer,Christopher Shand,Carly Schroeder,0,0.3333333333333333,0.0,0.0,0.0
9000000,9.933926,18663238,84.0,Glee: The Concert Movie,6.8,79,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2011,Kevin Tancharoen,Dianna Agron,Lea Michele,Gwyneth Paltrow,1,1.0,1.0,1.0,0.5
6000000,5.119593,14348529,98.0,Barbecue,5.8,214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Eric Lavaine,Lambert Wilson,Franck Dubosc,Florence Foresti,1,1.0,1.0,1.0,1.0
9000000,0.717811,771499,130.0,Princess Kaiulani,4.8,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Marc Forby,Q'orianka Kilcher,Barry Pepper,Will Patton,0,0.0,0.0,0.0,0.75
5000000,1.458884,140666,86.0,Opal Dream,6.1,7,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2006,Peter Cattaneo,Sapphire Boyce,Christian Byers,Vince Colosimo,0,0.3333333333333333,0.0,0.0,0.0
9000000,2.009597,1046166,97.0,Undiscovered,4.5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,Meiert Avis,Kip Pardue,Carrie Fisher,Shannyn Sossamon,0,0.0,0.0,0.0,0.5
5000000,16.072466,328203506,97.0,Crocodile Dundee,6.3,503,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,Peter Faiman,Paul Hogan,Linda Kozlowski,Mark Blum,1,1.0,1.0,1.0,1.0
86000000,18.172736,14373825,84.0,Awake,6.3,395,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2007,Joby Harold,Hayden Christensen,Jessica Alba,Terrence Howard,0,0.0,0.3333333333333333,0.3333333333333333,0.0
8500000,24.750909,32222567,97.0,The Lost Boys,6.8,538,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,Joel Schumacher,Jason Patric,Corey Haim,Corey Feldman,1,0.8333333333333334,1.0,1.0,1.0
7000000,17.697042,39462438,112.0,Crazy Heart,6.8,274,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,Scott Cooper,Jeff Bridges,Maggie Gyllenhaal,Colin Farrell,1,0.6666666666666666,0.6363636363636364,1.0,0.6666666666666666
9250000,7.000949,29174648,125.0,The Rose,6.8,28,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1979,Mark Rydell,Bette Midler,Alan Bates,Frederic Forrest,1,1.0,0.3333333333333333,1.0,1.0
8500000,11.436405,22456509,96.0,Baggage Claim,5.6,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,David E. Talbert,Paula Patton,Adam Brody,Djimon Hounsou,1,1.0,1.0,1.0,0.3333333333333333
9000000,14.171759,2500000,98.0,Barbarella,5.7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1968,Roger Vadim,Jane Fonda,John Phillip Law,Anita Pallenberg,0,0.0,0.0,0.0,0.0
12000000,3.604863,20138836,122.0,The Namesake,6.8,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Mira Nair,Kal Penn,Tabu,Irrfan Khan,1,0.25,1.0,1.0,0.6666666666666666
8500000,40.28709,43528634,100.0,The DUFF,6.8,1322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,Ari Sandel,Mae Whitman,Robbie Amell,Bella Thorne,1,1.0,1.0,1.0,1.0
22000000,3.809131,5271666,104.0,Glitter,3.4,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,Vondie Curtis-Hall,Mariah Carey,Max Beesley,Terrence Howard,0,0.0,0.0,0.0,0.0
8500000,9.230073,4440055,119.0,Bright Star,6.8,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,Jane Campion,Abbie Cornish,Ben Whishaw,Paul Schneider,0,0.3333333333333333,0.0,0.0,0.0
12000000,14.719886,42345360,145.0,My Name Is Khan,7.7,232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,Karan Johar,Shah Rukh Khan,Kajol,Jimmy Shergill,1,1.0,1.0,1.0,1.0
9000000,28.540614,6108720,106.0,All Is Lost,6.6,671,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,J.C. Chandor,Robert Redford,Unknown,Unknown,0,0.3333333333333333,0.5,0.8,0.5
8000000,0.034259,1997807,126.0,Limbo,7.0,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,John Sayles,Mary Elizabeth Mastrantonio,David Strathairn,Vanessa Martinez,0,0.5,0.0,0.0,0.0
6500000,6.787967,22889018,124.0,The Wind That Shakes the Barley,7.1,154,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2006,Ken Loach,Cillian Murphy,Pádraic Delaney,Liam Cunningham,1,1.0,0.6666666666666666,1.0,1.0
7700000,3.353176,46000000,159.0,Yeh Jawaani Hai Deewani,7.2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,Ayan Mukherjee,Ranbir Kapoor,Deepika Padukone,Kalki Koechlin,1,1.0,1.0,1.0,1.0
8250000,7.973109,30000000,171.0,Quo Vadis,7.0,63,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1951,Mervyn LeRoy,Robert Taylor,Deborah Kerr,Leo Genn,1,1.0,1.0,1.0,1.0
8000000,121.463076,213928762,154.0,Pulp Fiction,8.3,8428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,Quentin Tarantino,John Travolta,Samuel L. Jackson,Uma Thurman,1,1.0,0.5555555555555556,0.75,1.0
8500000,89.095538,38697217,117.0,Nightcrawler,7.6,3395,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Riz Ahmed,1,1.0,0.6666666666666666,0.75,1.0
8500000,2.62082,5001655,104.0,Club Dread,5.1,107,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2004,Jay Chandrasekhar,Kevin Heffernan,Jay Chandrasekhar,Paul Soter,0,0.5,0.0,0.0,0.0
8200000,37.960289,286214286,174.0,The Sound of Music,7.4,941,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1965,Robert Wise,Julie Andrews,Christopher Plummer,Eleanor Parker,1,1.0,1.0,0.6666666666666666,1.0
8000000,21.735068,69821334,111.0,Splash,6.1,321,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1984,Ron Howard,Tom Hanks,Daryl Hannah,Eugene Levy,1,0.7272727272727273,0.9130434782608695,0.5,1.0
8000000,14.793177,100523181,102.0,Little Miss Sunshine,7.5,1686,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Jonathan Dayton,Greg Kinnear,Toni Collette,Steve Carell,1,1.0,0.5,0.75,0.6666666666666666
8000000,51.109279,52287414,89.0,Stand by Me,7.8,1522,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman,1,0.6,1.0,1.0,1.0
5000000,45.490374,82719885,113.0,28 Days Later,7.1,1777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2002,Danny Boyle,Cillian Murphy,Naomie Harris,Noah Huntley,1,0.625,0.6666666666666666,0.6666666666666666,1.0
8000000,26.356697,43000000,111.0,Escape from Alcatraz,7.2,561,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom,1,1.0,0.8181818181818182,1.0,1.0
8000000,3.501158,27362712,109.0,Brown Sugar,7.0,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,Rick Famuyiwa,Sanaa Lathan,Taye Diggs,Yasiin Bey,1,1.0,1.0,0.6666666666666666,1.0
8000000,33.372828,39187783,100.0,50/50,7.0,1261,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,1,0.6666666666666666,0.5714285714285714,0.3333333333333333,1.0
8000000,37.821106,26049082,94.0,That Awkward Moment,6.1,1004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,Tom Gormican,Zac Efron,Miles Teller,Michael B. Jordan,1,1.0,0.7142857142857143,1.0,0.5
6500000,25.289665,81974493,142.0,On Her Majesty's Secret Service,6.5,456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,Peter R. Hunt,George Lazenby,Diana Rigg,Telly Savalas,1,1.0,1.0,1.0,1.0
14000000,14.730796,18090181,112.0,New Nightmare,6.4,291,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1994,Wes Craven,Heather Langenkamp,Robert Englund,Miko Hughes,0,0.6,0.0,0.0,0.0
8000000,4.482714,22593409,91.0,Drive Me Crazy,5.8,62,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1999,John Schultz,Melissa Joan Hart,Stephen Collins,Adrian Grenier,1,0.5,1.0,1.0,1.0
8000000,4.932893,18948425,112.0,Akeelah and the Bee,6.7,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Doug Atchison,Keke Palmer,Laurence Fishburne,Angela Bassett,1,1.0,1.0,0.42857142857142855,1.0
8000000,7.894489,17460020,82.0,Half Baked,6.4,177,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Tamra Davis,Dave Chappelle,Tommy Chong,Harland Williams,1,1.0,1.0,1.0,1.0
8000000,13.987772,29010817,97.0,New in Town,5.2,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Jonas Elmer,Renée Zellweger,Harry Connick Jr.,J.K. Simmons,1,1.0,0.5,1.0,1.0
7000000,45.310443,34266564,102.0,American Psycho,7.3,2066,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,Mary Harron,Christian Bale,Willem Dafoe,Jared Leto,1,1.0,0.6875,0.6,0.6666666666666666
8000000,9.799177,16856124,93.0,The Good Girl,6.1,181,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2002,Miguel Arteta,Jennifer Aniston,Jake Gyllenhaal,Zooey Deschanel,1,1.0,1.0,0.8571428571428571,1.0
8000000,5.069095,12671300,116.0,Bon Cop Bad Cop,6.5,42,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Erik Canuel,Patrick Huard,Colm Feore,Michel Beaudry,1,1.0,1.0,1.0,1.0
8000000,13.517017,10629321,118.0,The Boondock Saints II: All Saints Day,5.9,261,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,Troy Duffy,Sean Patrick Flanery,Norman Reedus,Billy Connolly,0,0.0,0.0,0.0,0.6666666666666666
8000000,45.395839,74952305,92.0,Easy A,6.7,2210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Will Gluck,Emma Stone,Stanley Tucci,Amanda Bynes,1,1.0,1.0,1.0,1.0
8000000,5.93923,8279017,92.0,Shadow of the Vampire,6.6,148,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,E. Elias Merhige,John Malkovich,Willem Dafoe,Udo Kier,0,0.0,0.0,0.6,0.0
8000000,11.837067,10130000,104.0,Prom,5.7,134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Joe Nussbaum,Aimee Teegarden,Thomas McDonell,Nicholas Braun,0,0.0,0.0,0.0,0.0
8000000,21.024346,5659286,90.0,Anomalisa,7.0,459,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,Charlie Kaufman,David Thewlis,Jennifer Jason Leigh,Tom Noonan,0,0.0,0.0,0.6666666666666666,0.0
8000000,7.235794,18124262,129.0,Another Year,7.0,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Mike Leigh,Jim Broadbent,Lesley Manville,Ruth Sheen,1,1.0,1.0,1.0,1.0
8000000,8.403859,2275557,79.0,Showdown in Little Tokyo,5.7,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1991,Mark L. Lester,Dolph Lundgren,Brandon Lee,Cary-Hiroyuki Tagawa,0,0.3333333333333333,0.0,0.0,0.0
8000000,13.143045,6491240,101.0,It's Kind of a Funny Story,6.9,672,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Ryan Fleck,Keir Gilchrist,Emma Roberts,Zach Galifianakis,0,0.5,0.0,0.0,0.6666666666666666
8000000,8.717235,589304,106.0,Prefontaine,6.7,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1997,Steve James,Jared Leto,R. Lee Ermey,Ed O'Neill,0,0.5,0.0,0.0,0.0
8000000,35.735689,63464861,104.0,Begin Again,7.3,1254,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,John Carney,Mark Ruffalo,Keira Knightley,Adam Levine,1,1.0,1.0,0.5,1.0
8000000,7.433574,852872,112.0,Down in the Valley,5.9,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,David Jacobson,Edward Norton,Evan Rachel Wood,David Morse,0,0.0,0.2857142857142857,0.5,0.4
8000000,4.090382,458232,99.0,Brooklyn Rules,5.8,18,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,Michael Corrente,Alec Baldwin,Paulo Araujo,Daniel Tay,0,0.0,0.6666666666666666,0.0,0.0
8000000,5.244518,426224,91.0,Fido,6.6,135,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2006,Andrew Currie,Billy Connolly,Carrie-Anne Moss,Dylan Baker,0,0.0,0.0,0.4,0.0
8000000,10.791954,3453043,98.0,Wild Target,6.4,215,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Jonathan Lynn,Bill Nighy,Emily Blunt,Rupert Grint,0,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.0
8000000,3.942464,143451,107.0,10th & Wolf,6.3,24,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2006,Robert Moresco,James Marsden,Brian Dennehy,Leo Rossi,0,0.0,0.0,0.0,0.0
8000000,6.500835,53086,112.0,Aloft,5.1,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,Claudia Llosa,Jennifer Connelly,Mélanie Laurent,Cillian Murphy,0,0.0,0.0,0.5,0.25
8000000,39.338097,553171,124.0,Akira,7.8,773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1988,Katsuhiro Ōtomo,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama,0,0.0,0.0,0.0,0.0
22000000,12.893219,413454,97.0,The Death and Life of Bobby Z,5.8,103,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2007,John Herzfeld,Paul Walker,Laurence Fishburne,Olivia Wilde,0,0.0,0.4444444444444444,0.42857142857142855,0.5
8000000,0.983484,2019009,124.0,The Rocket: The Legend of Rocket Richard,6.1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Charles Binamé,Roy Dupuis,Michel Barrette,Rémy Girard,0,0.0,0.0,0.0,0.0
7800000,11.000654,22441323,102.0,Swimming Pool,6.4,153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,François Ozon,Charlotte Rampling,Ludivine Sagnier,Charles Dance,1,1.0,1.0,0.5,1.0
7500000,19.585801,145793296,99.0,Driving Miss Daisy,7.0,350,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,Bruce Beresford,Morgan Freeman,Jessica Tandy,Dan Aykroyd,1,0.6666666666666666,0.7,1.0,1.0
7500000,17.318839,32392047,91.0,Rumble in the Bronx,6.5,240,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,Stanley Tong,Jackie Chan,Anita Mui,Françoise Yip,1,1.0,0.4444444444444444,1.0,1.0
6500000,29.01153,24793509,92.0,Thank You for Smoking,7.1,664,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Jason Reitman,Aaron Eckhart,Maria Bello,Cameron Bright,1,0.8,0.6,0.6666666666666666,1.0
10200000,20.745052,35619521,93.0,Hostel: Part II,5.6,453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2007,Eli Roth,Lauren German,Bijou Phillips,Heather Matarazzo,1,0.6666666666666666,0.5,1.0,1.0
7500000,16.990308,26096852,100.0,An Education,6.8,409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,Lone Scherfig,Carey Mulligan,Olivia Williams,Peter Sarsgaard,1,1.0,0.5,1.0,0.6666666666666666
10284523,4.820166,11588205,104.0,Shopgirl,5.7,75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,Anand Tucker,Steve Martin,Claire Danes,Jason Schwartzman,0,0.5,0.375,0.25,0.0
6500000,8.526635,12633747,105.0,Narc,6.8,142,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,Joe Carnahan,Jason Patric,Ray Liotta,Chi McBride,1,1.0,1.0,1.0,0.5
7500000,1.369528,4245870,102.0,Men with Brooms,4.5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,Paul Gross,Paul Gross,Molly Parker,Leslie Nielsen,0,0.0,0.0,0.0,0.0
7500000,0.571663,3347647,110.0,The Work and the Glory,6.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,Russell Holt,Sam Hennings,Brenda Strong,Eric Johnson,0,0.0,0.0,0.0,0.0
8000000,14.652342,10848783,92.0,Extract,5.7,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,Mike Judge,Jason Bateman,Mila Kunis,Kristen Wiig,0,0.0,0.7142857142857143,0.8333333333333334,0.5
8000000,7.802245,5634828,113.0,Albert Nobbs,6.2,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Rodrigo García,Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson,0,0.0,0.6666666666666666,0.5,0.5
7500000,25.281197,19000000,107.0,The Wave,7.5,841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,Dennis Gansel,Jürgen Vogel,Frederick Lau,Max Riemelt,1,1.0,1.0,1.0,1.0
7000000,38.150787,1333124,117.0,The Neon Demon,6.4,887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2016,Nicolas Winding Refn,Elle Fanning,Karl Glusman,Jena Malone,0,0.75,0.0,0.0,0.0
7300000,16.829837,10329747,103.0,Harry Brown,6.7,348,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2009,Daniel Barber,Michael Caine,Emily Mortimer,Iain Glen,0,0.0,0.3333333333333333,0.0,0.5
7500000,19.782725,231411584,96.0,Juno,7.0,2244,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,Jason Reitman,Ellen Page,Michael Cera,Jennifer Garner,1,0.8,0.6666666666666666,0.6666666666666666,0.5
7200000,34.634181,116019547,120.0,Diamonds Are Forever,6.3,553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1971,Guy Hamilton,Sean Connery,Jill St. John,Charles Gray,1,0.8,0.9333333333333333,1.0,1.0
6000000,143.659698,245066411,175.0,The Godfather,8.4,5893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,Francis Ford Coppola,Marlon Brando,Al Pacino,James Caan,1,0.8,0.6666666666666666,0.75,1.0
4000000,18.422323,92921203,95.0,Flashdance,6.1,302,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1983,Adrian Lyne,Jennifer Beals,Michael Nouri,Lilia Skala,1,0.75,1.0,1.0,0.5
7500000,45.610993,60722734,95.0,(500) Days of Summer,7.2,2904,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,Marc Webb,Joseph Gordon-Levitt,Zooey Deschanel,Chloë Grace Moretz,1,1.0,0.5714285714285714,1.0,1.0
7000000,17.681707,116700000,121.0,The Piano,7.1,281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1993,Jane Campion,Holly Hunter,Harvey Keitel,Sam Neill,1,0.3333333333333333,0.5,0.6666666666666666,0.6
7000000,35.897151,167221571,110.0,Magic Mike,6.1,1040,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,Steven Soderbergh,Channing Tatum,Matthew McConaughey,Alex Pettyfer,1,0.7142857142857143,0.8,0.7142857142857143,1.0
7000000,30.465138,161777836,121.0,Live and Let Die,6.4,533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1973,Guy Hamilton,Roger Moore,Yaphet Kotto,Jane Seymour,1,0.8,1.0,1.0,1.0
6600000,4.492455,37710610,112.0,Jumping the Broom,6.0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Salim Akil,Paula Patton,Julie Bowen,Meagan Good,1,1.0,1.0,1.0,1.0
7000000,17.717681,54600000,93.0,"Good Night, and Good Luck.",6.8,273,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2005,George Clooney,David Strathairn,Jeff Daniels,Alex Borstein,1,0.6,1.0,0.6,1.0
7000000,17.434862,49084830,114.0,Capote,6.8,384,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Bennett Miller,Philip Seymour Hoffman,Allie Mickelson,Craig Archibald,1,1.0,1.0,1.0,1.0
7000000,25.511217,25405445,104.0,Desperado,6.8,881,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,Robert Rodriguez,Antonio Banderas,Salma Hayek,Joaquim de Almeida,1,0.625,0.5833333333333334,0.5714285714285714,1.0
9000000,12.268143,25000000,119.0,Logan's Run,6.6,269,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1976,Michael Anderson,Michael York,Richard Jordan,Jenny Agutter,1,1.0,1.0,1.0,1.0
7000000,30.214716,97572000,125.0,The Man with the Golden Gun,6.3,524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1974,Guy Hamilton,Roger Moore,Christopher Lee,Britt Ekland,1,0.8,1.0,1.0,1.0
7000000,6.872784,20256975,96.0,Action Jackson,4.9,50,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,Craig R. Baxley,Carl Weathers,Craig T. Nelson,Vanity,1,1.0,1.0,1.0,1.0
7000000,14.741589,36433975,89.0,Devil's Due,4.4,216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,Matt Bettinelli-Olpin,Allison Miller,Zach Gilford,Sam Anderson,1,1.0,1.0,0.5,1.0
7000000,5.500324,14702438,92.0,Flirting with Disaster,6.3,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1996,David O. Russell,Ben Stiller,Patricia Arquette,Téa Leoni,1,0.8333333333333334,0.7142857142857143,0.75,1.0
700000,29.761163,17986781,103.0,Dope,7.2,691,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Rick Famuyiwa,Shameik Moore,Kiersey Clemons,Tony Revolori,1,1.0,1.0,1.0,1.0
7000000,2.772178,14011454,97.0,In Too Deep,6.2,17,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1999,Michael Rymer,Omar Epps,LL Cool J,Nia Long,1,0.5,1.0,0.3333333333333333,0.6666666666666666
7000000,19.301432,16829545,89.0,House of 1000 Corpses,6.0,306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2003,Rob Zombie,Sid Haig,Bill Moseley,Sheri Moon Zombie,1,0.6666666666666666,1.0,1.0,1.0
