budget,popularity,revenue,runtime,title,avg_rating,ratings,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,release_year,director,actor_1,actor_2,actor_3,success,director_success_rate,actor_1_success_rate,actor_2_success_rate,actor_3_success_rate
80000000,75.290998,457696359,110.0,Mission: Impossible,6.7,2631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,Brian De Palma,Tom Cruise,Jon Voight,Emmanuelle Béart,1,0.4166666666666667,0.9565217391304348,0.75,1.0
75000000,68.550698,691210692,142.0,The Hunger Games,6.9,9455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2012,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,1,0.6666666666666666,1.0,0.6666666666666666,1.0
80000000,58.040149,254455986,102.0,The Hangover Part II,6.2,3739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Todd Phillips,Bradley Cooper,Ed Helms,Zach Galifianakis,1,0.8571428571428571,0.75,0.6666666666666666,0.6666666666666666
80000000,59.113174,280000000,126.0,Batman Returns,6.6,1673,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,Tim Burton,Michael Keaton,Danny DeVito,Michelle Pfeiffer,1,0.7857142857142857,1.0,0.5,0.6666666666666666
80000000,36.32705,343397247,83.0,Over the Hedge,6.3,1074,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,Karey Kirkpatrick,Bruce Willis,Garry Shandling,Steve Carell,1,1.0,0.5925925925925926,1.0,0.6666666666666666
80000000,55.659988,145771527,85.0,Lilo & Stitch,7.1,1314,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002,Chris Sanders,Chris Sanders,Daveigh Chase,Tia Carrere,1,1.0,1.0,1.0,1.0
85000000,14.132583,144000000,97.0,Charlotte's Web,5.8,288,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,Gary Winick,Julia Roberts,Steve Buscemi,John Cleese,1,1.0,0.8333333333333334,1.0,0.5
75000000,34.070054,140464664,120.0,Deep Impact,5.9,855,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,Mimi Leder,Robert Duvall,Téa Leoni,Elijah Wood,1,0.5,1.0,0.5,1.0
82000000,26.065735,190320568,113.0,The Longest Yard,6.2,785,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Peter Segal,Adam Sandler,Chris Rock,Burt Reynolds,1,0.6666666666666666,0.7619047619047619,0.6666666666666666,1.0
75000000,23.473004,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2011,Mike Mitchell,Jason Lee,David Cross,Jenny Slate,1,1.0,0.5,1.0,1.0
80000000,45.589568,246984278,100.0,Grown Ups 2,5.8,1155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock,1,0.875,0.7619047619047619,0.5,1.0
80000000,23.496054,230685453,110.0,Get Smart,6.0,1051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,Peter Segal,Steve Carell,Anne Hathaway,Dwayne Johnson,1,0.6666666666666666,0.6,0.8571428571428571,1.0
80000000,16.939441,266728738,128.0,Something's Gotta Give,6.3,410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2003,Nancy Meyers,Jack Nicholson,Diane Keaton,Keanu Reeves,1,1.0,0.7777777777777778,0.4,1.0
80000000,81.914696,294804195,138.0,Shutter Island,7.8,6336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2010,Martin Scorsese,Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,1,0.625,0.9333333333333333,0.6666666666666666,0.75
80000000,19.500893,163733697,88.0,Four Christmases,5.3,331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2008,Seth Gordon,Vince Vaughn,Reese Witherspoon,Robert Duvall,1,1.0,0.7142857142857143,0.8,0.5
75000000,29.558157,260696994,91.0,Robots,6.0,1333,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005,Chris Wedge,Robin Williams,Ewan McGregor,Halle Berry,1,1.0,0.8,0.7777777777777778,0.8
80000000,46.075037,245676146,138.0,Face/Off,6.8,1583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1997,John Woo,John Travolta,Nicolas Cage,Joan Allen,1,0.8333333333333334,0.5555555555555556,1.0,1.0
80000000,23.531721,212874442,99.0,Bedtime Stories,5.9,901,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2008,Adam Shankman,Adam Sandler,Keri Russell,Guy Pearce,1,0.875,0.7619047619047619,1.0,1.0
80000000,49.078546,181001478,117.0,Road to Perdition,7.3,1077,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2002,Sam Mendes,Tom Hanks,Tyler Hoechlin,Jennifer Jason Leigh,1,0.7142857142857143,0.9130434782608695,1.0,0.6666666666666666
80000000,37.02665,214918407,117.0,Just Go with It,6.3,1543,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,Dennis Dugan,Adam Sandler,Jennifer Aniston,Nicole Kidman,1,0.875,0.7619047619047619,0.7333333333333333,1.0
75000000,45.154631,224012234,115.0,Con Air,6.5,1270,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1997,Simon West,Nicolas Cage,John Cusack,John Malkovich,1,0.7142857142857143,0.46153846153846156,1.0,1.0
80000000,46.887983,178066569,118.0,Eagle Eye,6.3,1018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2008,D.J. Caruso,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,1,0.75,0.8571428571428571,0.8,0.2857142857142857
79000000,24.598479,173013509,154.0,Cold Mountain,6.7,533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,Anthony Minghella,Jude Law,Nicole Kidman,Renée Zellweger,1,1.0,0.3333333333333333,0.6666666666666666,0.75
80000000,32.363538,157107755,118.0,The Book of Eli,6.6,2164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2010,Albert Hughes,Denzel Washington,Gary Oldman,Mila Kunis,1,1.0,0.76,0.6666666666666666,1.0
80000000,11.50396,177977226,93.0,Flubber,5.3,695,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1997,Les Mayfield,Robin Williams,Marcia Gay Harden,Christopher McDonald,1,0.5,0.8,1.0,1.0
80000000,19.375768,91188905,113.0,The Haunting,5.2,369,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1999,Jan de Bont,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,0,0.6,0.6428571428571429,0.6666666666666666,0.4
80000000,36.125715,250200000,88.0,Space Jam,6.5,1288,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1996,Joe Pytka,Michael Jordan,Wayne Knight,Billy West,1,1.0,1.0,1.0,1.0
80000000,41.890722,233093859,104.0,The Day the Earth Stood Still,5.2,1043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2008,Scott Derrickson,Keanu Reeves,Jennifer Connelly,Kathy Bates,1,1.0,0.7142857142857143,1.0,0.75
75000000,22.179658,136982834,135.0,Conspiracy Theory,6.5,431,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1997,Richard Donner,Mel Gibson,Julia Roberts,Patrick Stewart,1,0.5,0.8666666666666667,0.7142857142857143,0.6666666666666666
68000000,139.575085,211817906,135.0,Fury,7.4,3946,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,David Ayer,Brad Pitt,Shia LaBeouf,Logan Lerman,1,0.8333333333333334,0.875,1.0,0.6
70000000,18.264635,164000000,98.0,Six Days Seven Nights,5.6,332,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1998,Ivan Reitman,Harrison Ford,Anne Heche,David Schwimmer,1,0.8333333333333334,0.6842105263157895,1.0,1.0
80000000,11.187696,201584141,80.0,Yogi Bear,5.2,220,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010,Eric Brevig,Dan Aykroyd,Justin Timberlake,Anna Faris,1,1.0,0.5,1.0,0.6666666666666666
80000000,41.670544,122563539,83.0,Spirit: Stallion of the Cimarron,7.4,831,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2002,Kelly Asbury,Matt Damon,James Cromwell,Daniel Studi,1,1.0,0.7272727272727273,1.0,1.0
80000000,27.46264,169852759,102.0,Zookeeper,5.3,498,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2011,Frank Coraci,Kevin James,Rosario Dawson,Sylvester Stallone,1,0.8,0.75,1.0,1.0
80000000,17.455024,136159423,130.0,Lost in Space,5.0,388,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1998,Stephen Hopkins,Gary Oldman,William Hurt,Matt LeBlanc,1,0.8333333333333334,0.75,0.5,1.0
80000000,21.394281,96105964,129.0,The Manchurian Candidate,6.2,393,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2004,Jonathan Demme,Denzel Washington,Meryl Streep,Liev Schreiber,0,0.6666666666666666,0.76,0.5,0.0
80000000,61.692197,473226958,89.0,Hotel Transylvania 2,6.7,1497,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2015,Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,1,1.0,0.7619047619047619,1.0,1.0
80000000,14.530946,90874570,74.0,Fantasia 2000,7.0,292,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1999,James Algar,Steve Martin,Itzhak Perlman,Quincy Jones,0,0.0,0.375,0.0,0.0
80000000,25.978555,123729176,96.0,The Time Machine,5.8,631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2002,Simon Wells,Guy Pearce,Mark Addy,Phyllida Law,1,0.6666666666666666,1.0,1.0,1.0
102000000,36.788745,147080413,99.0,Swordfish,6.1,932,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2001,Dominic Sena,John Travolta,Hugh Jackman,Halle Berry,0,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.8
75000000,31.054334,142400065,129.0,The Legend of Zorro,5.9,893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,Martin Campbell,Antonio Banderas,Catherine Zeta-Jones,Adrián Alonso Barona,1,0.7142857142857143,0.5833333333333334,0.6666666666666666,1.0
85000000,21.891078,71485043,113.0,What Dreams May Come,6.8,577,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1998,Vincent Ward,Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,0,0.0,0.8,0.75,0.0
88000000,40.138009,105316267,118.0,The Brothers Grimm,5.6,818,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2005,Terry Gilliam,Heath Ledger,Matt Damon,Mackenzie Crook,0,0.6666666666666666,0.5,0.7777777777777778,0.0
70000000,44.090535,101371017,106.0,Mars Attacks!,6.1,1509,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996,Tim Burton,Jack Nicholson,Glenn Close,Annette Bening,0,0.7857142857142857,0.7777777777777778,0.6666666666666666,0.5
80000000,36.664991,122444772,89.0,Surrogates,5.9,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2009,Jonathan Mostow,Bruce Willis,Radha Mitchell,Rosamund Pike,1,0.75,0.5925925925925926,0.75,0.6
80000000,18.26121,34566746,145.0,Thirteen Days,6.9,189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,Roger Donaldson,Kevin Costner,Bruce Greenwood,Steven Culp,0,0.6666666666666666,0.47058823529411764,0.5,0.0
80000000,16.681269,159212469,115.0,Daylight,5.8,378,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,Rob Cohen,Sylvester Stallone,Amy Brenneman,Viggo Mortensen,1,0.7777777777777778,0.7,1.0,1.0
80000000,10.088006,126546518,87.0,Walking With Dinosaurs,5.2,133,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,Barry Cook,Charlie Rowe,Justin Long,Karl Urban,1,1.0,1.0,0.625,0.6666666666666666
44000000,7.89147,21400000,118.0,Battlefield Earth,3.0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2000,Roger Christian,John Travolta,Barry Pepper,Forest Whitaker,0,0.0,0.5555555555555556,0.0,0.8571428571428571
80000000,16.715631,68514844,90.0,Looney Tunes: Back in Action,5.6,297,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2003,Joe Dante,Brendan Fraser,Jenna Elfman,Steve Martin,0,0.4,0.4444444444444444,0.0,0.6666666666666666
80000000,9.357734,53825515,112.0,Nine,5.1,165,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2009,Rob Marshall,Judi Dench,Daniel Day-Lewis,Marion Cotillard,0,0.8,0.6666666666666666,0.6666666666666666,0.0
80000000,11.22268,19480739,116.0,Timeline,5.4,318,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,Richard Donner,Paul Walker,Frances O'Connor,Gerard Butler,0,0.5,0.4444444444444444,0.5,0.3333333333333333
80000000,14.564667,17626234,177.0,The Postman,6.1,299,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,Kevin Costner,Kevin Costner,Will Patton,Olivia Williams,0,0.6666666666666666,0.47058823529411764,0.6666666666666666,0.5
90000000,11.356079,69131860,92.0,Babe: Pig in the City,5.2,305,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1998,George Miller,James Cromwell,Mary Stein,Mickey Rooney,0,0.7142857142857143,0.0,0.0,0.0
90000000,52.612025,146936910,106.0,The Last Witch Hunter,5.7,1316,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,Breck Eisner,Vin Diesel,Rose Leslie,Elijah Wood,1,0.6666666666666666,0.6363636363636364,1.0,1.0
80000000,13.800656,33463969,106.0,Red Planet,5.4,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2000,Antony Hoffman,Val Kilmer,Carrie-Anne Moss,Benjamin Bratt,0,0.0,0.42857142857142855,0.4,0.25
86000000,27.097932,107944236,94.0,Arthur and the Invisibles,6.0,639,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,Luc Besson,Freddie Highmore,Mia Farrow,Ron Crawford,0,0.4,0.6666666666666666,0.0,0.0
80000000,7.342892,5989640,110.0,A Sound of Thunder,4.8,111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2005,Peter Hyams,Heike Makatsch,Armin Rohde,David Oyelowo,0,0.4,0.0,0.0,0.0
130000000,50.561849,117831631,105.0,Pompeii,5.2,1267,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,Paul W.S. Anderson,Kit Harington,Carrie-Anne Moss,Emily Browning,0,0.7,0.0,0.4,0.0
60000000,59.248437,313542341,135.0,A Beautiful Mind,7.7,3009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,Ron Howard,Russell Crowe,Ed Harris,Jennifer Connelly,1,0.7272727272727273,0.38461538461538464,0.5,0.75
45000000,90.457886,788241776,89.0,The Lion King,8.0,5376,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1994,Roger Allers,Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,1,1.0,1.0,0.6666666666666666,0.5
79000000,40.723459,355692760,94.0,Journey 2: The Mysterious Island,5.8,1030,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,Brad Peyton,Dwayne Johnson,Josh Hutcherson,Kristin Davis,1,0.6666666666666666,0.5,0.6666666666666666,1.0
78000000,41.247402,248384621,95.0,Cloudy with a Chance of Meatballs 2,6.4,915,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,Cody Cameron,Bill Hader,Anna Faris,James Caan,1,1.0,1.0,0.8,1.0
78000000,10.083905,209196298,124.0,Red Dragon,6.7,1115,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2002,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes,1,0.8571428571428571,0.5714285714285714,0.5,1.0
100000000,16.759252,108103450,136.0,Hidalgo,6.5,318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,Joe Johnston,Viggo Mortensen,Zuleikha Robinson,Omar Sharif,0,0.6666666666666666,0.16666666666666666,0.0,0.0
79000000,22.132418,149673788,91.0,Jack and Jill,4.1,604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,Dennis Dugan,Adam Sandler,Katie Holmes,Al Pacino,1,0.875,0.7619047619047619,0.6666666666666666,1.0
76000000,10.520961,236350661,107.0,2 Fast 2 Furious,6.2,2028,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2003,John Singleton,Paul Walker,Tyrese Gibson,Eva Mendes,1,1.0,0.4444444444444444,0.6666666666666666,0.75
64000000,35.384423,97571250,92.0,The Little Prince,7.6,756,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,Mark Osborne,Jeff Bridges,Rachel McAdams,Paul Rudd,1,1.0,0.6363636363636364,1.0,1.0
80000000,15.673154,15071514,99.0,The Invasion,5.7,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2007,Oliver Hirschbiegel,Nicole Kidman,Daniel Craig,Jeremy Northam,0,0.5,0.3333333333333333,0.5,0.0
76000000,8.981427,35134820,88.0,The Adventures of Rocky & Bullwinkle,3.9,87,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2000,Des McAnuff,Rene Russo,Jason Alexander,Piper Perabo,0,0.0,0.0,0.0,0.5
75000000,31.482872,875958308,87.0,The Secret Life of Pets,5.9,3462,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,Chris Renaud,Louis C.K.,Eric Stonestreet,Kevin Hart,1,1.0,1.0,1.0,1.0
78000000,47.436675,179265204,110.0,The League of Extraordinary Gentlemen,5.7,1155,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2003,Stephen Norrington,Sean Connery,Peta Wilson,Shane West,1,1.0,0.9333333333333333,1.0,1.0
76000000,136.886704,970761885,98.0,Despicable Me 2,7.0,4637,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,Pierre Coffin,Steve Carell,Kristen Wiig,Benjamin Bratt,1,1.0,0.6,0.6666666666666666,0.25
75000000,60.442593,816969268,145.0,Independence Day,6.7,3260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,Roland Emmerich,Will Smith,Bill Pullman,Jeff Goldblum,1,0.625,0.8125,0.6666666666666666,0.75
73000000,2.502487,229074524,129.0,The Lost World: Jurassic Park,6.2,2487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1997,Steven Spielberg,Jeff Goldblum,Julianne Moore,Pete Postlethwaite,1,0.9259259259259259,1.0,0.7142857142857143,1.0
75000000,48.110909,532680671,86.0,Madagascar,6.6,3237,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005,Eric Darnell,Ben Stiller,Chris Rock,David Schwimmer,1,1.0,0.7142857142857143,0.6666666666666666,1.0
76000000,35.387874,69959751,109.0,Children of Men,7.4,2071,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2006,Alfonso Cuarón,Clive Owen,Michael Caine,Julianne Moore,0,0.75,0.16666666666666666,0.4,0.2
75000000,4.66891,296339527,104.0,X-Men,6.8,4097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2000,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,1,0.75,0.8333333333333334,0.6666666666666666,0.8
75000000,73.82289,258270008,110.0,Wanted,6.4,2528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,Timur Bekmambetov,Angelina Jolie,James McAvoy,Morgan Freeman,1,0.75,0.6363636363636364,0.8333333333333334,0.8333333333333334
75000000,51.469576,335062621,136.0,The Rock,6.9,1456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996,Michael Bay,Sean Connery,Nicolas Cage,Ed Harris,1,0.8333333333333334,0.9333333333333333,1.0,0.42857142857142855
80000000,85.115058,660940780,91.0,Ice Age: The Meltdown,6.5,2951,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006,Carlos Saldanha,Ray Romano,John Leguizamo,Denis Leary,1,1.0,0.75,0.8,0.8
75000000,61.437586,196482882,99.0,50 First Dates,6.6,2105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,Peter Segal,Adam Sandler,Drew Barrymore,Rob Schneider,1,0.6666666666666666,0.7619047619047619,0.42857142857142855,1.0
50000000,31.160542,90450008,117.0,Hairspray,6.5,709,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2007,Adam Shankman,John Travolta,Michelle Pfeiffer,Christopher Walken,1,0.875,0.5555555555555556,0.6666666666666666,0.8
80000000,15.761384,78000586,114.0,Exorcist: The Beginning,4.7,183,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2004,Renny Harlin,Stellan Skarsgård,Izabella Scorupco,James D'Arcy,0,0.26666666666666666,0.0,0.0,0.0
75000000,71.124686,117698894,115.0,Now You See Me,7.3,5487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Louis Leterrier,Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,1,0.6666666666666666,0.875,0.6666666666666666,0.16666666666666666
80000000,38.864027,271430189,102.0,Grown Ups,6.0,1705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,Dennis Dugan,Adam Sandler,Salma Hayek,Maria Bello,1,0.875,0.7619047619047619,0.5714285714285714,1.0
60000000,57.753914,219417255,128.0,The Terminal,7.0,1910,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,1,0.9259259259259259,0.9130434782608695,0.6666666666666666,1.0
35000000,13.25753,73034460,100.0,Hotel for Dogs,5.7,202,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009,Thor Freudenthal,Emma Roberts,Jake T. Austin,Don Cheadle,1,1.0,1.0,1.0,0.75
75000000,13.318744,215663859,124.0,Vertical Limit,5.9,283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,Martin Campbell,Chris O'Donnell,Robin Tunney,Bill Paxton,1,0.7142857142857143,1.0,0.5,1.0
75000000,18.70031,119000410,102.0,Charlie Wilson's War,6.5,338,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,Mike Nichols,Tom Hanks,Philip Seymour Hoffman,Julia Roberts,1,0.6666666666666666,0.9130434782608695,0.5714285714285714,0.75
75000000,47.094369,367275019,90.0,Shark Tale,5.8,1557,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2004,Vicky Jenson,Will Smith,Robert De Niro,Renée Zellweger,1,0.5,0.8125,0.5555555555555556,0.75
70000000,14.486311,154937680,134.0,Dreamgirls,6.6,284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,Bill Condon,Jamie Foxx,Beyoncé Knowles,Eddie Murphy,1,0.5,0.6666666666666666,1.0,1.0
53000000,18.61472,95226116,118.0,Be Cool,5.4,292,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,F. Gary Gray,John Travolta,Uma Thurman,Vince Vaughn,1,0.75,0.5555555555555556,0.5,1.0
70000000,29.035222,130358911,164.0,Munich,6.9,696,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2005,Steven Spielberg,Eric Bana,Daniel Craig,Ciarán Hinds,1,0.9259259259259259,0.75,0.5,0.5
70000000,27.055085,85632458,121.0,Tears of the Sun,6.4,573,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2003,Antoine Fuqua,Bruce Willis,Monica Bellucci,Cole Hauser,0,0.75,0.5925925925925926,0.0,0.5
75000000,23.004607,98159963,100.0,Killers,5.7,772,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2010,Robert Luketic,Katherine Heigl,Ashton Kutcher,Tom Selleck,0,0.6666666666666666,0.5,0.75,0.0
75000000,48.744209,108145109,116.0,The Man from U.N.C.L.E.,7.1,2265,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Guy Ritchie,Henry Cavill,Armie Hammer,Alicia Vikander,0,0.5714285714285714,0.3333333333333333,0.3333333333333333,0.0
80000000,14.209329,55041367,130.0,Spanglish,5.8,369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega,0,0.3333333333333333,0.7619047619047619,0.5,0.0
75000000,36.368839,140175006,91.0,Monster House,6.3,874,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2006,Gil Kenan,Ryan Newman,Steve Buscemi,Mitchel Musso,1,0.5,1.0,1.0,1.0
75000000,24.353302,67631903,123.0,Bandits,6.2,302,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,Barry Levinson,Bruce Willis,Billy Bob Thornton,Cate Blanchett,0,0.6666666666666666,0.5925925925925926,0.4,0.3333333333333333
55000000,19.143321,127600435,134.0,First Knight,5.9,311,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1995,Jerry Zucker,Sean Connery,Richard Gere,Julia Ormond,1,1.0,0.9333333333333333,1.0,1.0
75000000,37.917002,226904017,110.0,Immortals,5.7,880,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,Tarsem Singh,Mickey Rourke,Kellan Lutz,Isabel Lucas,1,0.75,0.4,1.0,1.0
52000000,23.663713,77944725,113.0,Hostage,6.2,512,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2005,Florent-Emilio Siri,Bruce Willis,Kevin Pollak,Jimmy Bennett,0,0.0,0.5925925925925926,0.0,0.0
